Record ID,Company Name,Industry,Carbon Emissions (MT),Water Usage (m^3),Energy Consumption (MWh),Waste Generation (MT),Recycling Rate (%),Supply Chain Sustainability Score,Employee Transportation Mode,Renewable Energy Use (%),Sustainability Training,Community Engagement Score,Sustainability Reporting Frequency,Eco-friendly Product Lines (%),Investment in Sustainability (USD),Third-party Sustainability Certification,Customer Feedback Score on Sustainability,Sustainable Packaging Initiatives,Likelihood of Achieving Sustainability Goals,Sustainability_Goals_Segment,Engagement Impact Score,Unrenewable Energy (MWh),Energy Tax,Carbon Tax,Carbon Emissions relative to industry average (%),Water Usage relative to industry average (%),Energy Consumption relative to industry average (%),Waste Generation relative to industry average (%),Energy Tax difference from industry average ($),Carbon Tax difference from industry average ($),Renew-Energy difference from industry (%),Recycling Rate difference from industry (%),Eco-friendly Product Lines difference from industry (%),Sustainable Packaging Initiatives difference from industry,Investment amount difference from industry average ($)
4158.0,Company_4158,Automobile,3537.0,418469.0,25001.0,21716.0,63.92,84.0,Bike,10.55,Yes,75.0,Annually,49.01,4786636.0,No,63.0,1.0,0.22,Low,84.0,22363.394500000002,4960.200900100001,176.85,-86.12824685268919,-16.46143397822804,-2.444951783981755,68.09966401626673,1824.0761923746832,-1098.0429289754873,-34.17719673161534,14.685826524198617,4.9644940289126325,-1.9981143934632306,2265231.5388292787
4167.0,Company_4167,Automobile,45751.0,86225.0,32267.0,8500.0,32.72,70.0,Walking,45.78,No,92.0,Annually,21.53,2054878.0,Yes,92.0,5.0,0.63,High,100.0,17495.1674,3880.4281293199997,2287.55,79.43075438015732,-82.78698576184308,25.90731333891687,-34.20302338652297,744.3034215946823,1012.657071024513,1.0528032683846646,-16.514173475801385,-22.515505971087364,2.0018856065367694,-466526.46117072133
4180.0,Company_4180,Automobile,29748.0,507975.0,12621.0,12046.0,50.6,79.0,Bike,78.86,No,87.0,Quarterly,23.36,599992.0,Yes,78.0,3.0,0.71,High,90.0,2668.0794,591.78001092,1487.4,16.66862104218313,1.4065631502204745,-50.75227936745065,-6.754072907535967,-2544.3446968053177,212.50707102451292,34.13280326838466,1.3658265241986172,-20.685505971087366,0.0018856065367693908,-1921412.4611707213
4212.0,Company_4212,Automobile,20984.0,640928.0,8364.0,15358.0,40.0,75.0,Car,71.14,No,96.0,Quarterly,66.52,2925751.0,No,80.0,3.0,0.57,Medium,83.0,2413.8504000000003,535.39201872,1049.2,-17.7028928348403,27.947843312652214,-67.36328853730744,18.88352550938591,-2600.7326890053173,-225.69292897548712,26.412803268384664,-9.234173475801384,22.47449402891263,0.0018856065367693908,404346.53882927867
4223.0,Company_4223,Automobile,16558.0,915081.0,42102.0,13390.0,54.41,57.0,Bike,71.79,No,39.0,Bi-annually,69.49,1673823.0,No,79.0,2.0,0.98,High,202.99999999999997,11876.974199999997,2634.3128775599994,827.9,-35.061213284373125,82.67674435566101,64.28393424226232,3.64959021817146,-501.81183016531804,-446.9929289754872,27.06280326838467,5.175826524198612,25.44449402891263,-0.9981143934632306,-847581.4611707213
4226.0,Company_4226,Automobile,41584.0,268437.0,47759.0,21125.0,27.51,97.0,Walking,61.55,No,68.0,Bi-annually,10.32,3218795.0,No,68.0,1.0,0.04,Low,100.0,18363.3355,4072.9878139,2079.2,63.088205506862415,-46.41217856714261,86.3578075976487,63.52483893643556,936.8631061746828,804.3070710245127,16.82280326838466,-21.724173475801383,-33.725505971087365,-1.9981143934632306,697390.5388292787
4228.0,Company_4228,Automobile,10402.0,344675.0,25882.0,21450.0,43.39,56.0,Public Transport,31.27,Yes,46.0,Quarterly,46.69,2148175.0,No,83.0,1.0,0.96,High,180.0,17788.6986,3945.5333494799997,520.1,-59.204417235417885,-31.192859582061633,0.9927506070550861,66.0406056893038,809.4086417546823,-754.7929289754871,-13.457196731615337,-5.844173475801384,2.644494028912632,-1.9981143934632306,-373229.46117072133
4244.0,Company_4244,Automobile,15948.0,662264.0,20009.0,3017.0,39.69,72.0,Public Transport,21.91,Yes,67.0,Annually,48.74,3073324.0,Yes,86.0,2.0,0.65,High,128.0,15625.028100000001,3465.63123258,797.4,-37.45357105080219,32.20712857545669,-21.923964651241587,-76.64594371260468,329.50652485468254,-477.4929289754872,-22.817196731615336,-9.544173475801387,4.6944940289126365,-0.9981143934632306,551919.5388292787
4253.0,Company_4253,Automobile,10331.0,898369.0,17797.0,23328.0,20.53,84.0,Walking,27.3,Yes,72.0,Annually,11.95,1787750.0,No,76.0,3.0,0.69,High,106.0,12938.419000000002,2869.7413342000004,516.55,-59.482871991838316,79.34054378798251,-30.555290064378354,80.5778671104932,-266.383373525317,-758.3429289754872,-17.427196731615336,-28.704173475801383,-32.09550597108736,0.0018856065367693908,-733654.4611707213
4258.0,Company_4258,Automobile,2950.0,273553.0,21911.0,13909.0,72.08,75.0,Public Transport,30.95,Yes,30.0,Annually,40.22,1060080.0,No,87.0,1.0,0.77,High,290.0,15129.5455,3355.7331919000003,147.5,-88.43040096562996,-45.39087638282935,-14.502273450614943,7.667076201982587,219.60848417468287,-1127.3929289754872,-13.777196731615337,22.845826524198614,-3.8255059710873667,-1.9981143934632306,-1461324.4611707213
4259.0,Company_4259,Automobile,9573.0,525486.0,19781.0,5073.0,51.94,94.0,Public Transport,79.92,No,86.0,Annually,30.1,4710302.0,Yes,77.0,3.0,0.74,High,90.0,3972.0247999999997,880.9951006399999,478.65,-62.455670658974746,4.90226732330677,-22.81363110431355,-60.7308161929213,-2255.1296070853177,-796.2429289754872,35.192803268384665,2.7058265241986135,-13.945505971087364,0.0018856065367693908,2188897.5388292787
4267.0,Company_4267,Automobile,27476.0,339821.0,3652.0,4392.0,33.16,89.0,Walking,18.12,Yes,70.0,Bi-annually,25.19,2248815.0,No,50.0,3.0,0.61,High,71.0,2990.2576,663.23913568,1373.8,7.758068836729317,-32.161858957092235,-85.74972856746136,-66.00231514277752,-2472.8855720453175,98.90707102451279,-26.607196731615335,-16.074173475801388,-18.855505971087364,0.0018856065367693908,-272589.46117072133
4268.0,Company_4268,Automobile,8390.0,203921.0,25726.0,9311.0,20.78,71.0,Public Transport,74.44,Yes,81.0,Annually,68.23,4032964.0,Yes,98.0,2.0,0.6,Medium,121.0,6575.565600000001,1458.46045008,419.5,-67.09527596665603,-59.29144590943234,0.38403145495321633,-27.92521773551946,-1677.6642576453173,-855.3929289754872,29.71280326838466,-28.454173475801383,24.18449402891264,-0.9981143934632306,1511559.5388292787
4269.0,Company_4269,Automobile,37884.0,333162.0,18608.0,11800.0,57.89,45.0,Walking,72.05,Yes,64.0,Quarterly,35.42,3833368.0,Yes,84.0,2.0,0.33,Low,131.0,5200.936000000001,1153.5676048,1894.2,48.577182989177956,-33.491188754852594,-27.390730882617998,-8.658314818937772,-1982.5571029253174,619.3070710245129,27.32280326838466,8.655826524198616,-8.625505971087364,-0.9981143934632306,1311963.5388292787
4272.0,Company_4272,Automobile,37133.0,470303.0,47784.0,18389.0,32.45,89.0,Bike,78.59,Yes,59.0,Quarterly,77.41,147695.0,Yes,95.0,4.0,0.65,High,161.0,10230.554399999999,2269.1369659199995,1856.65,45.63183760788578,-6.113862160070594,86.45535874381888,42.34595328767401,-866.9877418053179,581.7570710245129,33.86280326838467,-16.78417347580138,33.36449402891263,1.0018856065367694,-2373709.4611707213
4273.0,Company_4273,Automobile,31146.0,669264.0,42707.0,10307.0,54.02,64.0,Public Transport,47.85,Yes,72.0,Quarterly,72.59,101483.0,No,64.0,3.0,0.0,Low,89.0,22271.7005,4939.8631709,1557.3,22.15143441508121,33.604531876901724,66.64467197958047,-20.21536024057556,1803.7384631746827,282.4070710245128,3.122803268384665,4.785826524198619,28.544494028912638,0.0018856065367693908,-2419921.4611707213
4275.0,Company_4275,Automobile,40451.0,791914.0,39767.0,2839.0,74.79,42.0,Car,62.44,No,70.0,Bi-annually,58.13,2483689.0,Yes,61.0,6.0,0.59,Medium,87.0,14936.485200000001,3312.91241736,2022.55,58.644695098068766,58.089034008649435,55.1726571899683,-78.02380981109867,176.78770963468241,747.6570710245128,17.71280326838466,25.555826524198622,14.084494028912637,3.0018856065367694,-37715.46117072133
4282.0,Company_4282,Automobile,15134.0,331741.0,49901.0,17576.0,46.8,59.0,Bike,36.64,Yes,77.0,Annually,29.1,2837454.0,No,66.0,2.0,0.51,Medium,86.0,31617.2736,7012.711284479999,756.7,-40.64599600469277,-33.774861625045936,94.715989801509,36.05266599511438,3876.586576754682,-518.1929289754871,-8.087196731615336,-2.434173475801387,-14.945505971087364,-0.9981143934632306,316049.53882927867
4292.0,Company_4292,Automobile,21436.0,388847.0,23478.0,2908.0,27.25,91.0,Bike,26.5,Yes,49.0,Bi-annually,77.61,2140427.0,Yes,77.0,1.0,0.76,High,157.0,17256.33,3827.4539940000004,1071.8,-15.930194948896142,-22.374845491857315,-8.387767608668598,-77.4896931774128,691.329286274683,-203.0929289754872,-18.227196731615336,-21.984173475801384,33.564494028912634,-1.9981143934632306,-380977.46117072133
4298.0,Company_4298,Automobile,4318.0,231029.0,5416.0,7728.0,23.6,79.0,Car,59.84,Yes,88.0,Bi-annually,40.22,2870902.0,No,64.0,5.0,0.46,Medium,73.0,2175.0656,482.42955007999996,215.9,-83.06524453206445,-53.87990181006489,-78.86651969369406,-40.1789370271823,-2653.6951576453175,-1058.992928975487,15.112803268384667,-25.634173475801383,-3.8255059710873667,2.0018856065367694,349497.53882927867
4319.0,Company_4319,Automobile,18381.0,259576.0,37456.0,8529.0,29.8,92.0,Bike,32.64,Yes,49.0,Bi-annually,47.35,3345370.0,Yes,95.0,5.0,0.12,Low,194.0,25230.3616,5596.09420288,919.05,-27.911593270930208,-48.181091517728966,46.15502923799765,-33.978539583959346,2459.9694951546826,-355.8429289754872,-12.087196731615336,-19.434173475801384,3.304494028912636,2.0018856065367694,823965.5388292787
4320.0,Company_4320,Automobile,36064.0,932780.0,6676.0,18655.0,56.38,91.0,Bike,53.25,No,70.0,Bi-annually,72.63,918200.0,Yes,73.0,4.0,0.14,Low,104.0,3121.03,692.244454,1803.2,41.4393286696683,86.20997878884326,-73.94994192671743,44.40501161463693,-2443.8802537253173,528.3070710245129,8.522803268384664,7.145826524198618,28.58449402891263,1.0018856065367694,-1603204.4611707213
4329.0,Company_4329,Automobile,5122.0,474556.0,27997.0,17764.0,44.38,90.0,Public Transport,42.41,Yes,76.0,Bi-annually,76.25,4213341.0,No,83.0,1.0,0.98,High,109.00000000000001,16123.4723,3576.18615614,256.1,-79.91203855795139,-5.264839839921201,9.245577573051591,37.50794030138893,440.0614484146827,-1018.7929289754871,-2.31719673161534,-4.854173475801382,32.204494028912634,-1.9981143934632306,1691936.5388292787
4333.0,Company_4333,Automobile,29012.0,692870.0,37436.0,14414.0,44.12,85.0,Car,45.5,No,70.0,Bi-annually,70.38,1998342.0,No,81.0,2.0,0.47,Medium,115.99999999999999,20402.62,4525.301116,1450.6,13.782104130557245,38.316975067460525,46.07698832106152,11.576190694900928,1389.1764082746822,175.70707102451274,0.7728032683846635,-5.114173475801387,26.33449402891263,-0.9981143934632306,-523062.46117072133
4345.0,Company_4345,Automobile,6570.0,290270.0,18762.0,17482.0,61.63,81.0,Public Transport,17.95,Yes,79.0,Quarterly,73.26,1897159.0,No,53.0,4.0,0.06,Low,67.0,15394.220999999998,3414.4382177999996,328.5,-74.23313028616569,-42.05367766993554,-26.78981582220974,35.32502884197711,278.3135100746822,-946.3929289754872,-26.777196731615337,12.395826524198618,29.21449402891264,1.0018856065367694,-624245.4611707213
4351.0,Company_4351,Automobile,3063.0,993424.0,27845.0,4906.0,58.16,72.0,Bike,12.79,No,55.0,Bi-annually,37.88,1297488.0,No,68.0,5.0,0.42,Medium,124.0,24283.6245,5386.107914100001,153.15,-87.98722649414391,98.31628247639081,8.652466604336947,-62.02353326285667,2249.9832063746835,-1121.742928975487,-31.937196731615337,8.925826524198612,-6.165505971087363,2.0018856065367694,-1223916.4611707213
4371.0,Company_4371,Automobile,16293.0,465578.0,2977.0,16494.0,42.98,44.0,Walking,69.3,Yes,48.0,Bi-annually,69.3,4848725.0,No,64.0,2.0,0.06,Low,133.0,913.9390000000001,202.71167020000001,814.65,-36.100516248477554,-7.057109388545996,-88.38360951405598,27.677097913257658,-2933.4130375253176,-460.2429289754872,24.57280326838466,-6.254173475801387,25.25449402891263,-0.9981143934632306,2327320.5388292787
4373.0,Company_4373,Automobile,10320.0,769953.0,2574.0,17356.0,79.13,87.0,Bike,26.63,Yes,37.0,Annually,36.06,3006148.0,Yes,73.0,5.0,0.58,Medium,197.0,1888.5438000000001,418.87901484,516.0,-59.52601286959359,53.704980593930216,-89.95613399031916,34.349685423942034,-2717.2456928853176,-758.8929289754872,-18.097196731615337,29.89582652419861,-7.985505971087363,2.0018856065367694,484743.53882927867
4376.0,Company_4376,Automobile,14415.0,199041.0,26833.0,5031.0,32.79,53.0,Car,78.61,Yes,98.0,Quarterly,40.7,3900134.0,Yes,99.0,1.0,0.42,Medium,101.0,5739.5787,1273.03855566,720.75,-43.465840650696855,-60.26563563958259,4.703596207368407,-61.055930665599654,-1863.0861520653175,-554.1429289754872,33.88280326838466,-16.444173475801385,-3.3455059710873627,-1.9981143934632306,1378729.5388292787
4380.0,Company_4380,Automobile,19052.0,271380.0,23667.0,23245.0,52.77,72.0,Public Transport,25.72,No,47.0,Bi-annually,33.83,4483931.0,Yes,93.0,7.0,0.53,Medium,198.0,17579.8476,3899.21019768,952.6,-25.279999727858243,-45.8246702934065,-7.6502809436221035,79.93537898591453,763.0854899546825,-322.29292897548714,-19.007196731615338,3.535826524198619,-10.215505971087367,4.001885606536769,1962526.5388292787
4381.0,Company_4381,Automobile,43149.0,829001.0,25931.0,19085.0,45.84,96.0,Walking,74.1,No,45.0,Bi-annually,38.6,4947267.0,No,93.0,4.0,0.35,Low,206.99999999999997,6716.129000000002,1489.6374122000002,2157.45,69.22597584204517,65.49267632874832,1.183950853548622,47.73356454920107,-1646.4872955253172,882.5570710245127,29.372803268384658,-3.394173475801381,-5.445505971087364,1.0018856065367694,2425862.5388292787
4386.0,Company_4386,Automobile,15882.0,952972.0,6706.0,14429.0,28.92,43.0,Car,43.27,Yes,38.0,Annually,46.41,1403374.0,No,57.0,4.0,0.45,Medium,150.0,3804.3138,843.79680084,794.1,-37.712416317333854,90.24088842638301,-73.83288055131322,11.69230300657177,-2292.3279068853176,-480.79292897548714,-1.4571967316153334,-20.314173475801383,2.364494028912631,1.0018856065367694,-1118030.4611707213
4388.0,Company_4388,Automobile,7723.0,861145.0,17031.0,24223.0,72.77,85.0,Bike,18.72,Yes,94.0,Quarterly,76.68,4600743.0,No,98.0,3.0,0.7,High,104.0,13842.7968,3070.3323302400004,386.15,-69.71118191781699,71.90955228898392,-33.544257183032414,87.50590170685342,-65.79237748531705,-888.7429289754872,-26.007196731615338,23.53582652419861,32.63449402891264,0.0018856065367693908,2079338.5388292787
4401.0,Company_4401,Automobile,14900.0,431742.0,38810.0,7010.0,29.24,67.0,Bike,14.35,Yes,77.0,Quarterly,72.21,3898317.0,No,82.0,3.0,0.23,Low,106.0,33240.765,7372.8016769999995,745.0,-41.56372013148687,-13.811757689645182,51.438399314574134,-45.73684634582659,4236.676969274682,-529.8929289754872,-30.377196731615335,-19.994173475801386,28.164494028912628,0.0018856065367693908,1376912.5388292787
4402.0,Company_4402,Automobile,4714.0,49983.0,21211.0,22807.0,26.26,78.0,Walking,43.51,Yes,55.0,Bi-annually,47.4,854401.0,Yes,73.0,3.0,0.4,Low,133.0,11982.093900000002,2657.6284270200003,235.7,-81.51217293287444,-90.02194154055324,-17.233705543379745,76.54489948512595,-478.4962807053171,-1039.1929289754871,-1.2171967316153385,-22.974173475801383,3.354494028912633,0.0018856065367693908,-1667003.4611707213
4409.0,Company_4409,Automobile,16380.0,208058.0,14582.0,21145.0,52.79,81.0,Public Transport,22.92,Yes,57.0,Bi-annually,28.5,4096626.0,Yes,50.0,3.0,0.24,Low,88.0,11239.8056,2492.9888820799997,819.0,-35.75931112441308,-58.46558055827832,-43.100367461862405,63.67965535199668,-643.1358256453177,-455.89292897548717,-21.807196731615335,3.555826524198615,-15.545505971087366,0.0018856065367693908,1575221.5388292787
4413.0,Company_4413,Automobile,28758.0,760409.0,48760.0,24556.0,30.99,83.0,Walking,68.64,Yes,53.0,Quarterly,54.9,1919077.0,Yes,83.0,4.0,0.85,High,157.0,15291.135999999999,3391.5739647999994,1437.9,12.785942044208095,51.79972100693144,90.26375549030237,90.08359502594611,255.449257074682,163.00707102451292,23.912803268384664,-18.244173475801386,10.854494028912633,1.0018856065367694,-602327.4611707213
4416.0,Company_4416,Automobile,35176.0,303925.0,23861.0,18561.0,25.3,81.0,Bike,31.55,Yes,56.0,Annually,44.51,2584385.0,Yes,73.0,1.0,0.31,Low,130.0,16332.8545,3622.6271281,1758.8,37.956683265424026,-39.32774308690239,-6.893284049341573,43.67737446149966,486.5024203746825,483.9070710245128,-13.177196731615336,-23.934173475801384,0.4644940289126325,-1.9981143934632306,62980.53882927867
4417.0,Company_4417,Automobile,29925.0,35109.0,10427.0,23321.0,47.45,57.0,Walking,47.39,Yes,50.0,Quarterly,77.13,3224033.0,Yes,81.0,3.0,1.0,High,162.0,5485.6447,1216.7159944599998,1496.25,17.362796984245332,-92.99122392708088,-59.3133679553449,80.5236813650468,-1919.4087132653176,221.35707102451283,2.662803268384664,-1.7841734758013814,33.08449402891263,0.0018856065367693908,702628.5388292787
4419.0,Company_4419,Automobile,3638.0,436079.0,24714.0,3947.0,26.26,76.0,Car,63.09,No,39.0,Annually,47.91,1957835.0,Yes,77.0,1.0,0.71,High,197.0,9121.937399999999,2023.2457153199998,181.9,-85.73213515693618,-12.94596652987845,-3.5648389420153235,-69.4469803890125,-1112.8789924053176,-1092.992928975487,18.362803268384667,-22.974173475801383,3.864494028912631,-1.9981143934632306,-563569.4611707213
4428.0,Company_4428,Automobile,17227.0,968785.0,24377.0,8778.0,30.23,63.0,Walking,34.54,Yes,30.0,Annually,48.51,220649.0,No,54.0,4.0,0.02,Low,180.0,15957.184200000002,3539.30345556,861.35,-32.43746353725666,93.39762248434734,-4.879828392389234,-32.05107521022337,403.1787478346828,-413.54292897548714,-10.187196731615337,-19.004173475801384,4.4644940289126325,1.0018856065367694,-2300755.4611707213
4441.0,Company_4441,Automobile,49400.0,61679.0,30250.0,17593.0,52.03,90.0,Bike,46.7,Yes,73.0,Annually,14.99,1466248.0,Yes,85.0,3.0,0.28,Low,115.99999999999999,16123.25,3576.13685,2470.0,93.74176010097642,-87.68708025288164,18.03688686590744,36.184259948341335,440.01214227468245,1195.1070710245128,1.9728032683846664,2.795826524198617,-29.055505971087364,0.0018856065367693908,-1055156.4611707213
4450.0,Company_4450,Automobile,48856.0,170355.0,39166.0,23482.0,52.4,79.0,Bike,39.69,Yes,80.0,Annually,70.83,1426663.0,No,70.0,4.0,0.99,High,88.0,23621.0146,5239.1410382799995,2442.8,91.60824760107903,-65.99219436890435,52.82752763603739,81.76995351031383,2103.016330554682,1167.907071024513,-5.037196731615339,3.1658265241986143,26.784494028912633,1.0018856065367694,-1094741.4611707213
4467.0,Company_4467,Automobile,26248.0,261716.0,8640.0,15463.0,57.27,57.0,Bike,38.93,No,81.0,Bi-annually,33.75,4739917.0,No,51.0,2.0,0.1,Low,63.0,5276.448,1170.3161664000002,1312.4,2.9419781200491735,-47.753885365572906,-66.28632388358875,19.6963116910818,-1965.8085413253173,37.507071024512925,-5.797196731615337,8.035826524198619,-10.295505971087366,-0.9981143934632306,2218512.5388292787
4468.0,Company_4468,Automobile,49842.0,986780.0,25895.0,1983.0,47.08,76.0,Car,55.62,Yes,44.0,Annually,64.14,1055044.0,Yes,86.0,2.0,0.06,Low,195.0,11492.201000000001,2548.9701818000003,2492.1,95.47523900714306,96.9899471142764,1.0434772030635753,-84.64995239711472,-587.1545259253171,1217.2070710245127,10.892803268384661,-2.154173475801386,20.094494028912635,-0.9981143934632306,-1466360.4611707213
4481.0,Company_4481,Automobile,35529.0,455010.0,25735.0,21374.0,21.79,92.0,Car,37.39,Yes,67.0,Bi-annually,36.42,480952.0,No,70.0,1.0,0.51,Medium,104.0,16112.683500000001,3573.7932003,1776.45,39.341113251570675,-9.166789115641876,0.41914986757447803,65.45230331017153,437.66849257468266,501.5570710245129,-7.337196731615336,-27.444173475801385,-7.625505971087364,-1.9981143934632306,-2040452.4611707213
4484.0,Company_4484,Automobile,28448.0,769363.0,25908.0,18206.0,26.79,77.0,Car,43.25,No,83.0,Bi-annually,18.43,217375.0,Yes,95.0,4.0,0.38,Low,113.99999999999999,14702.79,3261.078822,1422.4,11.570153671104803,53.58719945852272,1.0942037990720643,40.929383085289736,124.95411427468252,147.50707102451292,-1.4771967316153365,-22.444173475801385,-25.615505971087366,1.0018856065367694,-2304029.4611707213
4490.0,Company_4490,Automobile,7339.0,27657.0,4337.0,8702.0,32.04,59.0,Bike,45.92,No,36.0,Quarterly,70.22,2781299.0,Yes,71.0,3.0,0.79,High,197.0,2345.4496,520.22072128,366.95,-71.21719074127397,-94.47885955599065,-83.07682716239866,-32.63937758935563,-2615.9039864453175,-907.9429289754871,1.1928032683846652,-17.194173475801385,26.174494028912633,0.0018856065367693908,259894.53882927867
4492.0,Company_4492,Automobile,27806.0,215090.0,1463.0,11509.0,72.41,91.0,Car,44.53,No,72.0,Annually,71.19,4584316.0,No,73.0,3.0,0.13,Low,101.0,811.5261,179.99648897999998,1390.3,9.05229516938766,-57.06178912745524,-94.29130692612156,-10.910893665352104,-2956.1282187453176,115.40707102451279,-0.19719673161533535,23.175826524198612,27.144494028912632,0.0018856065367693908,2062911.5388292787
4508.0,Company_4508,Automobile,6125.0,173436.0,28223.0,17529.0,70.81,70.0,Bike,36.25,Yes,81.0,Quarterly,13.0,2164014.0,Yes,72.0,1.0,0.06,Low,89.0,17992.1625,3990.6616424999997,306.25,-75.97837488626557,-65.37713728722548,10.12743993442994,35.68884741854574,854.5369347746823,-968.6429289754872,-8.477196731615336,21.575826524198618,-31.045505971087366,-1.9981143934632306,-357390.46117072133
4519.0,Company_4519,Automobile,13015.0,256627.0,9928.0,24874.0,62.04,83.0,Public Transport,51.35,Yes,83.0,Bi-annually,70.79,4520459.0,Yes,93.0,3.0,0.21,Low,112.00000000000001,4829.972,1071.2877896,650.75,-48.95649781955044,-48.76979756572345,-61.260488832901515,92.54517603336795,-2064.8369181253174,-624.1429289754872,6.622803268384665,12.805826524198615,26.74449402891264,0.0018856065367693908,1999054.5388292787
4532.0,Company_4532,Automobile,40398.0,264678.0,43417.0,24497.0,52.72,88.0,Walking,63.11,No,71.0,Bi-annually,23.67,3962669.0,No,97.0,3.0,0.17,Low,137.0,16016.5313,3552.4666423400004,2019.9,58.43683450524788,-47.162584140018595,69.41512453081333,89.6268866000408,416.34193461468294,745.0070710245129,18.382803268384663,3.4858265241986146,-20.375505971087364,0.0018856065367693908,1441264.5388292787
4533.0,Company_4533,Automobile,23965.0,429970.0,19661.0,16254.0,39.65,48.0,Public Transport,69.46,Yes,60.0,Annually,25.43,4375907.0,Yes,73.0,3.0,0.78,High,122.0,6004.469400000002,1331.7913129200003,1198.25,-6.011714963159919,-14.165500353953842,-23.281876605930375,25.819300926524193,-1804.333394805317,-76.64292897548717,24.732803268384657,-9.584173475801386,-18.615505971087366,0.0018856065367693908,1854502.5388292787
4537.0,Company_4537,Automobile,9676.0,682487.0,17709.0,10214.0,66.96,91.0,Walking,35.11,Yes,78.0,Bi-annually,26.94,3555075.0,Yes,73.0,3.0,0.54,Medium,94.0,11491.3701,2548.78588818,483.8,-62.05171516726624,36.24422671333141,-30.898670098897362,-20.93525657293478,-587.3388195453176,-791.0929289754872,-9.617196731615337,17.72582652419861,-17.105505971087364,0.0018856065367693908,1033670.5388292787
4558.0,Company_4558,Automobile,44463.0,402524.0,10227.0,1031.0,32.12,48.0,Walking,32.19,Yes,45.0,Annually,47.4,3704077.0,No,62.0,3.0,0.96,High,138.0,6934.9287,1538.1671856599999,2223.15,74.37934978481205,-19.64451906987677,-60.09377712470627,-92.01921377782413,-1597.9575220653176,948.2570710245129,-12.537196731615339,-17.114173475801387,3.354494028912633,0.0018856065367693908,1182672.5388292787
4560.0,Company_4560,Automobile,8964.0,183766.0,14709.0,13266.0,59.47,88.0,Public Transport,23.54,No,96.0,Annually,48.52,3229830.0,No,63.0,0.0,0.73,High,66.0,11246.501400000001,2494.4740105200003,448.2,-64.84410652742606,-63.31496927237873,-42.60480763931793,2.689728441692501,-641.6506972053171,-826.6929289754871,-21.187196731615337,10.235826524198615,4.474494028912638,-2.9981143934632306,708425.5388292787
4568.0,Company_4568,Automobile,22584.0,855003.0,32008.0,1501.0,50.4,73.0,Car,60.52,No,33.0,Quarterly,50.17,1246670.0,Yes,55.0,7.0,0.39,Low,167.0,12636.758399999999,2802.8330131199996,1129.2,-11.427856070436203,70.68343070648744,24.896683464593895,-88.38102801213776,-333.29169460531784,-145.69292897548712,15.792803268384667,1.1658265241986143,6.124494028912636,4.001885606536769,-1274734.4611707213
4570.0,Company_4570,Automobile,36004.0,876163.0,39006.0,11410.0,59.27,71.0,Walking,78.48,No,78.0,Annually,52.61,1673976.0,Yes,50.0,1.0,0.24,Low,64.0,8394.091199999999,1861.8094281599997,1800.2,41.20401479100314,74.90758125771274,52.20320030054828,-11.67723492237966,-1274.3152795653177,525.3070710245129,33.75280326838467,10.035826524198619,8.564494028912634,-1.9981143934632306,-847428.4611707213
4578.0,Company_4578,Automobile,23249.0,311513.0,42870.0,21924.0,23.21,81.0,Car,11.54,Yes,90.0,Annually,37.4,3214408.0,No,93.0,2.0,0.21,Low,103.0,37922.802,8411.2774836,1162.45,-8.819793915230752,-37.81295790813597,67.28070545260998,69.70975473810239,5275.152775874683,-112.44292897548712,-33.18719673161534,-26.024173475801383,-6.645505971087367,-0.9981143934632306,693003.5388292787
4591.0,Company_4591,Automobile,38296.0,764384.0,8033.0,22906.0,24.01,41.0,Public Transport,67.06,No,83.0,Bi-annually,17.76,169681.0,Yes,76.0,6.0,0.39,Low,92.0,2646.0701999999997,586.89837036,1914.8,50.19300495601201,52.59324645310917,-68.65486571260051,77.31124074215352,-2549.2263373653177,639.9070710245128,22.332803268384666,-25.224173475801383,-26.285505971087364,3.0018856065367694,-2351723.4611707213
4601.0,Company_4601,Automobile,44426.0,617653.0,15628.0,13238.0,58.29,44.0,Bike,30.3,No,32.0,Bi-annually,64.98,2998143.0,Yes,98.0,1.0,0.8,High,306.0,10892.716,2416.0044088,2221.3,74.2342395596352,23.30147733534746,-39.01882750610243,2.47298545990693,-720.1202989253175,946.407071024513,-14.427196731615336,9.055826524198615,20.93449402891264,-1.9981143934632306,476738.53882927867
4605.0,Company_4605,Automobile,1904.0,817440.0,35180.0,6404.0,75.21,72.0,Bike,73.79,Yes,76.0,Quarterly,29.7,4763520.0,Yes,98.0,2.0,0.47,Medium,129.0,9220.677999999998,2045.1463803999995,95.2,-92.53270625035913,63.184764961890295,37.27397289066525,-50.4277837373286,-1090.9783273253179,-1179.6929289754871,29.06280326838467,25.97582652419861,-14.345505971087366,-0.9981143934632306,2242115.5388292787
4612.0,Company_4612,Automobile,24659.0,943428.0,10450.0,9429.0,23.16,71.0,Car,11.65,Yes,37.0,Annually,31.29,3024731.0,Yes,59.0,4.0,0.81,High,159.0,9232.574999999999,2047.7851349999996,1232.95,-3.2899177665996433,88.33562883938423,-59.22362090086833,-27.011800883708837,-1088.3395727253178,-41.94292897548712,-33.07719673161534,-26.074173475801384,-12.755505971087366,1.0018856065367694,503326.53882927867
